受试编号,组别,观看顺序,设计代号,内容类型,问答1得分,问答2得分,答对题数,正确率,获取信息效率_Q1,获取信息效率_Q2,获取信息效率_均值,可读性_Q1,可读性_Q2,可读性_均值,吸引力_Q1,吸引力_Q2,吸引力_均值,主观_综合评价,主观_总分,主观_总分均值,总注视时长_标题层,总注视时长_要点层,总注视时长_详情层,总注视时长_关键图片,注视次数_标题层,注视次数_要点层,注视次数_详情层,注视次数_关键图片,注视时长占比_标题层,注视时长占比_要点层,注视时长占比_详情层,注视时长占比_关键图片,首次注视时间_标题层,首次注视时间_要点层,首次注视时间_详情层,首次注视时间_关键图片,平均注视时长_标题层,平均注视时长_要点层,平均注视时长_详情层,平均注视时长_关键图片,平均瞳孔直径_mm,最小瞳孔直径_mm,最大瞳孔直径_mm,眨眼次数,平均眨眼频率_per_s,扫视次数,平均扫视频率_per_s,总扫视时间_s,平均眼跳水平距离_px,平均眼跳垂直距离_px,平均眼跳绝对距离_px
SIM054,组3,4,D,红耳鹎,0,0,0,0.0,5,4,4.5,4,2,3.0,3,4,3.5,4,26,3.71,1.949,2.653,3.058,5.58,7,12,15,17,9.42492,12.8293,14.78779,26.9836,0.478,12.567,4.883,9.018,0.2784,0.2211,0.2039,0.3282,2.9479,2.6599,3.3227,31,0.5167,109,1.8167,24.28,168.277,114.162,203.348
SIM055,组3,1,H,红果仔,0,5,1,0.5,4,3,3.5,5,3,4.0,3,3,3.0,1,22,3.14,1.72,0.587,2.159,6.192,9,3,7,22,11.61481,3.96389,14.57929,41.81333,3.259,5.954,3.052,2.174,0.1911,0.1957,0.3084,0.2815,2.4996,1.9827,3.2913,28,0.4667,107,1.7833,16.892,213.131,100.016,235.432
SIM055,组3,2,D,红耳鹎,5,0,1,0.5,4,3,3.5,2,2,2.0,3,3,3.0,2,19,2.71,5.649,3.316,2.473,1.661,21,14,11,7,31.02231,18.2103,13.58084,9.12162,11.204,6.919,12.31,9.977,0.269,0.2369,0.2248,0.2373,3.2247,2.808,3.626,6,0.1,203,3.3833,17.66,93.882,121.045,153.185
SIM055,组3,3,Z,白鹈鹕(锚点),0,5,1,0.5,2,3,2.5,4,3,3.5,4,1,2.5,4,21,3.0,4.585,5.291,1.767,4.445,20,19,6,17,13.81128,15.93794,5.32269,13.38956,4.504,2.256,4.802,11.235,0.2293,0.2785,0.2945,0.2615,2.3886,2.0354,2.854,32,0.5333,172,2.8667,13.743,149.468,176.549,231.323
SIM055,组3,4,A,造山运动,5,0,1,0.5,4,5,4.5,3,5,4.0,3,3,3.0,3,26,3.71,3.18,4.001,4.012,4.913,16,22,16,20,16.36362,20.58832,20.64492,25.28128,0.761,7.972,1.23,4.321,0.1988,0.1819,0.2507,0.2457,2.7618,2.2485,3.4346,4,0.0667,173,2.8833,8.836,188.193,80.359,204.632
SIM056,组3,1,Z,白鹈鹕(锚点),0,5,1,0.5,3,2,2.5,4,5,4.5,2,4,3.0,3,23,3.29,3.283,6.033,6.841,3.213,10,19,24,12,12.31465,22.62999,25.66083,12.05207,12.087,1.39,1.483,9.265,0.3283,0.3175,0.285,0.2677,2.8778,2.5371,3.2245,17,0.2833,137,2.2833,25.77,137.556,92.805,165.935
SIM056,组3,2,A,造山运动,5,0,1,0.5,3,3,3.0,2,4,3.0,5,2,3.5,4,23,3.29,0.851,2.633,1.603,4.517,4,14,5,14,6.30886,19.51967,11.8838,33.48665,10.052,3.183,10.413,3.121,0.2127,0.1881,0.3206,0.3226,2.253,1.7864,2.9839,31,0.5167,179,2.9833,12.711,160.395,156.248,223.92
SIM056,组3,3,D,红耳鹎,0,0,0,0.0,4,3,3.5,2,3,2.5,2,3,2.5,4,21,3.0,5.678,3.311,2.461,0.828,23,15,12,4,23.91712,13.94674,10.36633,3.48774,6.039,5.836,2.22,11.49,0.2469,0.2207,0.2051,0.207,2.6343,2.0378,3.1984,2,0.0333,294,4.9,15.362,206.054,163.283,262.906
SIM056,组3,4,H,红果仔,5,0,1,0.5,4,4,4.0,3,3,3.0,1,5,3.0,4,24,3.43,1.635,4.413,0.964,3.444,9,14,5,14,8.60742,23.23213,5.07495,18.13085,0.948,7.785,8.217,9.964,0.1817,0.3152,0.1928,0.246,2.9849,2.6895,3.7396,29,0.4833,237,3.95,11.963,197.495,171.068,261.283
SIM057,组3,1,Z,白鹈鹕(锚点),0,5,1,0.5,4,3,3.5,4,3,3.5,3,4,3.5,3,24,3.43,2.201,0.552,1.9,5.322,9,3,8,21,20.70843,5.19357,17.87642,50.0728,0.645,9.195,8.656,11.064,0.2446,0.184,0.2375,0.2534,2.7739,2.5219,3.1883,15,0.25,286,4.7667,22.082,192.942,185.123,267.39
SIM057,组3,2,H,红果仔,5,0,1,0.5,3,4,3.5,4,3,3.5,3,5,4.0,1,23,3.29,3.662,2.917,2.649,3.736,15,12,15,12,26.31355,20.9603,19.03457,26.84528,5.529,10.499,7.131,4.983,0.2441,0.2431,0.1766,0.3113,2.3575,1.9046,2.8062,17,0.2833,153,2.55,27.187,114.94,141.651,182.418
SIM057,组3,3,D,红耳鹎,5,5,2,1.0,4,4,4.0,3,2,2.5,4,2,3.0,3,22,3.14,3.946,2.329,1.879,4.053,19,8,10,22,29.23303,17.25386,13.92014,30.02571,9.996,12.789,5.195,5.582,0.2077,0.2911,0.1879,0.1842,2.7669,2.3641,3.552,26,0.4333,218,3.6333,17.149,139.904,153.874,207.967
SIM057,组3,4,A,造山运动,5,5,2,1.0,3,2,2.5,3,3,3.0,3,2,2.5,2,18,2.57,5.748,3.822,4.007,0.961,20,13,20,4,36.84446,24.49888,25.68472,6.15997,11.181,6.563,3.228,3.718,0.2874,0.294,0.2003,0.2402,2.5385,2.1169,2.9456,24,0.4,240,4.0,20.43,101.377,142.44,174.833
SIM058,组3,1,D,红耳鹎,0,5,1,0.5,3,4,3.5,3,2,2.5,4,3,3.5,4,23,3.29,4.108,1.254,1.419,5.778,14,5,8,18,18.24117,5.56826,6.30093,25.65665,12.881,4.289,11.791,6.025,0.2934,0.2508,0.1774,0.321,2.3089,1.7429,2.6697,22,0.3667,221,3.6833,10.24,183.091,152.817,238.486
SIM058,组3,2,A,造山运动,5,0,1,0.5,2,3,2.5,3,3,3.0,4,3,3.5,3,21,3.0,2.219,1.383,7.153,5.319,11,5,23,18,11.51929,7.17944,37.13271,27.61204,6.628,8.35,4.598,4.103,0.2017,0.2766,0.311,0.2955,2.9256,2.4906,3.7062,2,0.0333,161,2.6833,19.89,220.51,146.209,264.578
SIM058,组3,3,Z,白鹈鹕(锚点),0,0,0,0.0,3,2,2.5,3,5,4.0,4,3,3.5,1,21,3.0,1.521,0.779,4.92,5.332,5,4,18,18,10.35768,5.30482,33.50413,36.30976,3.223,3.833,9.072,12.849,0.3042,0.1948,0.2733,0.2962,2.787,2.3608,3.4812,21,0.35,278,4.6333,20.24,228.889,78.964,242.127
SIM058,组3,4,H,红果仔,0,0,0,0.0,3,2,2.5,3,4,3.5,3,4,3.5,5,24,3.43,4.562,2.167,6.458,1.406,19,11,21,8,15.95748,7.57998,22.58952,4.91807,7.655,12.115,4.087,5.104,0.2401,0.197,0.3075,0.1757,3.0683,2.5632,3.8477,17,0.2833,170,2.8333,16.834,95.99,86.566,129.258
SIM059,组3,1,Z,白鹈鹕(锚点),5,5,2,1.0,5,2,3.5,2,3,2.5,2,3,2.5,3,20,2.86,1.4,3.466,7.45,2.26,6,14,24,12,6.14442,15.21183,32.6971,9.91885,6.993,4.185,8.852,2.237,0.2333,0.2476,0.3104,0.1883,2.8922,2.3807,3.6514,0,0.0,211,3.5167,13.066,236.789,102.223,257.911
SIM059,组3,2,D,红耳鹎,0,5,1,0.5,3,4,3.5,3,2,2.5,5,3,4.0,3,23,3.29,4.168,1.935,3.456,1.58,16,11,16,5,31.21294,14.49065,25.88098,11.83216,10.183,10.609,11.679,1.122,0.2605,0.1759,0.216,0.316,2.5967,2.0071,3.3713,9,0.15,222,3.7,21.745,115.322,80.111,140.417
SIM059,组3,3,H,红果仔,0,0,0,0.0,2,4,3.0,4,2,3.0,4,3,3.5,3,22,3.14,3.807,1.363,4.401,2.362,12,6,16,8,27.0135,9.6715,31.22837,16.76015,0.49,6.87,12.146,11.422,0.3172,0.2272,0.2751,0.2953,2.2073,1.8447,2.8857,8,0.1333,109,1.8167,23.722,151.834,78.812,171.07
SIM059,组3,4,A,造山运动,5,5,2,1.0,3,3,3.0,2,4,3.0,4,3,3.5,2,21,3.0,4.869,2.382,5.646,2.393,21,14,20,9,23.00243,11.25319,26.67318,11.30516,8.738,1.464,1.425,5.958,0.2319,0.1701,0.2823,0.2659,2.4422,1.9776,2.7915,12,0.2,196,3.2667,22.162,113.285,137.757,178.355
SIM060,组3,1,H,红果仔,5,0,1,0.5,4,4,4.0,2,4,3.0,3,3,3.0,3,23,3.29,1.636,4.01,2.71,3.676,7,13,15,12,10.3768,25.43457,17.18895,23.31608,11.095,2.415,0.546,7.413,0.2337,0.3085,0.1807,0.3063,2.2974,1.8046,3.0327,36,0.6,144,2.4,16.127,232.525,144.5,273.767
SIM060,组3,2,A,造山运动,5,0,1,0.5,2,1,1.5,2,2,2.0,3,1,2.0,3,14,2.0,3.211,2.057,0.891,1.468,12,10,4,5,27.96258,17.91312,7.75916,12.78389,8.015,3.22,6.017,3.926,0.2676,0.2057,0.2228,0.2936,2.9875,2.3959,3.5322,12,0.2,257,4.2833,16.573,133.817,101.176,167.76
SIM060,组3,3,Z,白鹈鹕(锚点),0,0,0,0.0,2,3,2.5,3,4,3.5,5,4,4.5,2,23,3.29,6.567,2.747,1.594,4.276,23,10,8,21,29.27452,12.24564,7.10577,19.06165,4.225,5.918,4.959,8.021,0.2855,0.2747,0.1993,0.2036,2.4322,1.9463,3.1972,19,0.3167,181,3.0167,18.902,99.611,172.822,199.474
SIM060,组3,4,D,红耳鹎,5,5,2,1.0,2,3,2.5,3,2,2.5,4,2,3.0,3,19,2.71,4.52,2.202,2.22,1.789,20,8,8,6,21.97373,10.7049,10.79241,8.69713,10.217,10.918,11.387,4.045,0.226,0.2752,0.2775,0.2982,2.6788,2.3254,3.1391,9,0.15,221,3.6833,15.533,107.786,160.282,193.153
SIM061,组3,1,A,造山运动,5,0,1,0.5,3,3,3.0,4,4,4.0,3,4,3.5,4,25,3.57,1.716,0.851,3.546,3.329,6,4,17,13,16.72777,8.29565,34.56682,32.45148,7.779,2.052,10.777,7.49,0.286,0.2127,0.2086,0.2561,2.6393,2.301,3.1996,23,0.3833,279,4.65,8.557,99.915,176.271,202.619
SIM061,组3,2,D,红耳鹎,5,5,2,1.0,4,5,4.5,4,4,4.0,3,5,4.0,4,29,4.14,0.8,5.191,1.076,2.14,4,18,5,7,8.12263,52.70573,10.92494,21.72804,3.309,8.275,12.077,7.216,0.2,0.2884,0.2152,0.3057,3.1251,2.7567,3.9517,11,0.1833,280,4.6667,21.245,154.839,141.718,209.903
SIM061,组3,3,H,红果仔,0,5,1,0.5,4,3,3.5,4,3,3.5,4,3,3.5,4,25,3.57,6.892,3.077,3.96,2.546,21,16,14,11,38.5831,17.2258,22.16905,14.25313,9.575,5.214,12.05,8.375,0.3282,0.1923,0.2829,0.2315,2.5711,2.0212,3.2086,25,0.4167,116,1.9333,22.818,206.144,101.129,229.613
SIM061,组3,4,Z,白鹈鹕(锚点),0,0,0,0.0,5,3,4.0,3,3,3.0,2,3,2.5,3,22,3.14,3.271,2.259,2.275,3.213,11,8,8,10,20.73887,14.32256,14.424,20.37113,2.13,8.284,3.145,13.0,0.2974,0.2824,0.2844,0.3213,2.8203,2.5063,3.4076,31,0.5167,184,3.0667,19.833,98.48,96.303,137.741
